Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides QC_Shew_16_01	Razor + unique peptides QC_Shew_16_01	Unique peptides QC_Shew_16_01	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage QC_Shew_16_01 [%]	Intensity	Intensity QC_Shew_16_01	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
SO_3962	SO_3962	2	2	2	SO_3962	1	2	2	2	2	2	2	34.7	34.7	34.7	11.043	95	95	0	19.693	34.7	1505900	1505900	36				661	367;858	True;True	385;901	587;588;589;590;591;592;593;1388	1134;1135;1136;1137;1138;1139;1140;1141;1142;1143;1144;1145;1146;1147;1148;1149;1150;1151;1152;1153;1154;1155;1156;1157;1158;1159;1160;1161;1162;1163;1164;1165;1166;1167;2633;2634	1153;2634	58	1	-1
SO_3980	SO_3980	1	1	1	SO_3980	1	1	1	1	1	1	1	1.9	1.9	1.9	52.333	467	467	0	8.0067	1.9	2258300	2258300	2				662	1271	True	1329	2010;2011	3706;3707	3707			-1
SO_3985	SO_3985	2	2	2	SO_3985	1	2	2	2	2	2	2	5.7	5.7	5.7	41.133	371	371	0	13.202	5.7	14981000	14981000	7				663	277;779	True;True	288;816	403;404;1257;1258;1259	729;730;731;732;2276;2277;2278	731;2277			-1
SO_3986	SO_3986	3	3	3	SO_3986	1	3	3	3	3	3	3	10	10	10	48.352	451	451	0	25.407	10	666140	666140	12				664	702;1077;1305	True;True;True	737;1128;1364	1138;1728;2061;2062;2063;2064;2065;2066;2067;2068;2069	2103;2104;3224;3799;3800;3801;3802;3803;3804;3805;3806;3807	2103;3224;3807			-1
SO_3988	SO_3988	1	1	1	SO_3988	1	1	1	1	1	1	1	5.5	5.5	5.5	27.22	238	238	0	10.294	5.5	0	0	1				665	157	True	161	225	357	357			-1
SO_3990	SO_3990	1	1	1	SO_3990	1	1	1	1	1	1	1	1.2	1.2	1.2	86.122	763	763	0	10.294	1.2	317670	317670	1				666	382	True	400	608	1193	1193			-1
SO_3991	SO_3991	1	1	1	SO_3991	1	1	1	1	1	1	1	2.2	2.2	2.2	35.301	325	325	0	7.4948	2.2	917010	917010	2				667	44	True	44	61	109;110	109			-1
SO_4007	SO_4007	1	1	1	SO_4007	1	1	1	1	1	1	1	3.6	3.6	3.6	24.692	220	220	0	8.2524	3.6	2003900	2003900	1				668	653	True	686	1072	2003	2003			-1
SO_4008	SO_4008	1	1	1	SO_4008	1	1	1	1	1	1	1	1.1	1.1	1.1	140.2	1223	1223	0	6.0494	1.1	979960	979960	1				669	1053	True	1103	1693	3162	3162			-1
SO_4030	SO_4030	1	1	1	SO_4030	1	1	1	1	1	1	1	0.9	0.9	0.9	105.08	950	950	0	7.9017	0.9	1199500	1199500	1				670	548	True	575	916	1686	1686			-1
SO_4034	SO_4034	2	2	2	SO_4034	1	2	2	2	2	2	2	5.3	5.3	5.3	69.381	623	623	0	36.6	5.3	5566700	5566700	5				671	877;999	True;True	920;1044	1409;1588;1589	2664;2998;2999;3000;3001	2664;3000			-1
SO_4038	SO_4038	1	1	1	SO_4038	1	1	1	1	1	1	1	4.1	4.1	4.1	20.176	170	170	0	6.3626	4.1	3778500	3778500	2				672	237	True	245	336;337	610;611	611			-1
SO_4047	SO_4047	2	2	2	SO_4047	1	2	2	2	2	2	2	7.1	7.1	7.1	38.364	351	351	0	37.594	7.1	1668100	1668100	3				673	549;707	True;True	576;742	917;1143	1687;1688;2110	1688;2110			-1
SO_4054	SO_4054	1	1	1	SO_4054	1	1	1	1	1	1	1	5.1	5.1	5.1	33.098	297	297	0	30.105	5.1	1675500	1675500	2				674	167	True	171;172	237;238	372;373	373	59	226	-1
SO_4055	SO_4055	4	4	4	SO_4055	1	4	4	4	4	4	4	7.2	7.2	7.2	87.716	797	797	0	34.684	7.2	28282000	28282000	9				675	60;131;275;561	True;True;True;True	60;135;285;286;588	86;87;180;399;400;401;929	151;152;289;290;724;725;726;1705;1706	151;289;726;1706	60	549	-1
SO_4066	SO_4066	2	2	2	SO_4066	1	2	2	2	2	2	2	10.4	10.4	10.4	40.901	367	367	0	21.219	10.4	920160	920160	3				676	244;688	True;True	252;723	351;352;1123	631;632;2086	631;2086			-1
SO_4091	SO_4091	1	1	1	SO_4091	1	1	1	1	1	1	1	3.9	3.9	3.9	51.046	482	482	0	6.7858	3.9	311030	311030	1				677	264	True	273	380	693	693			-1
SO_4098	SO_4098	1	1	1	SO_4098	1	1	1	1	1	1	1	2	2	2	37.272	349	349	0	9.776	2	8101400	8101400	4				678	847	True	887	1351;1352	2442;2443;2444;2445	2445			-1
SO_4109	SO_4109	1	1	1	SO_4109	1	1	1	1	1	1	1	3.6	3.6	3.6	65.208	586	586	0	11.113	3.6	1232900	1232900	4				679	578	True	605	951	1750;1751;1752;1753	1750			-1
SO_4120	SO_4120	2	2	2	SO_4120	1	2	2	2	2	2	2	20	20	20	7.6118	70	70	0	13.004	20	19282000	19282000	72				680	181;406	True;True	186;187;426	256;257;641;642;643;644;645;646;647;648;649;650;651;652;653;654;655;656;657;658;659;660;661;662;663;664;665;666;667;668;669;670;671;672;673;674;675;676;677;678;679;680;681;682;683;684;685;686;687;688;689	408;409;410;411;412;1242;1243;1244;1245;1246;1247;1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1258;1259;1260;1261;1262;1263;1264;1265;1266;1267;1268;1269;1270;1271;1272;1273;1274;1275;1276;1277;1278;1279;1280;1281;1282;1283;1284;1285;1286;1287;1288;1289;1290;1291;1292;1293;1294;1295;1296;1297;1298;1299;1300;1301;1302;1303;1304;1305;1306;1307;1308	409;1260	61	66	-1
SO_4123	SO_4123	2	2	2	SO_4123	1	2	2	2	2	2	2	3.4	3.4	3.4	64.637	581	581	0	12.945	3.4	5742600	5742600	4				681	932;1234	True;True	975;1291	1495;1954	2840;2841;3621;3622	2840;3621			-1
SO_4129	SO_4129	1	1	1	SO_4129	1	1	1	1	1	1	1	5.1	5.1	5.1	35.068	311	311	0	7.1366	5.1	600670	600670	1				682	1225	True	1282	1944	3603	3603			-1
SO_4133	SO_4133	2	2	2	SO_4133	1	2	2	2	2	2	2	15.9	15.9	15.9	26.852	252	252	0	37.207	15.9	3604100	3604100	26				683	1003;1251	True;True	1048;1308	1596;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985	3012;3013;3014;3015;3016;3017;3018;3648;3649;3650;3651;3652;3653;3654;3655;3656;3657;3658;3659;3660;3661;3662;3663;3664;3665;3666	3018;3654			-1
SO_4134	SO_4134	2	2	2	SO_4134	1	2	2	2	2	2	2	35.7	35.7	35.7	8.4265	70	70	0	23.852	35.7	3401200	3401200	8				684	514;712	True;True	540;747	851;852;1149;1150;1151	1570;1571;1572;2118;2119;2120;2121;2122	1570;2118			-1
SO_4136	SO_4136	1	1	1	SO_4136	1	1	1	1	1	1	1	5.1	5.1	5.1	43.994	391	391	0	14.51	5.1	451860	451860	2				685	231	True	239	329	600;601	600			-1
SO_4163	SO_4163	1	1	1	SO_4163	1	1	1	1	1	1	1	1.8	1.8	1.8	49.799	440	440	0	6.6604	1.8	559390	559390	2				686	1063	True	1113	1712	3198;3199	3199			-1
SO_4190	SO_4190	2	2	2	SO_4190	1	2	2	2	2	2	2	8.2	8.2	8.2	33.449	306	306	0	23.589	8.2	1397800	1397800	7				687	391;550	True;True	410;577	618;619;918	1206;1207;1208;1209;1210;1211;1689	1211;1689			-1
SO_4199	SO_4199	2	2	2	SO_4199	1	2	2	2	2	2	2	8.4	8.4	8.4	28.065	251	251	0	14.04	8.4	1474200	1474200	2				688	1089;1150	True;True	1141;1205	1743;1824	3244;3371	3244;3371			-1
SO_4215	SO_4215	1	1	1	SO_4215	1	1	1	1	1	1	1	3	3	3	40.935	395	395	0	11.744	3	661250	661250	1				689	624	True	656	1030	1897	1897			-1
SO_4216	SO_4216	1	1	1	SO_4216	1	1	1	1	1	1	1	5.6	5.6	5.6	44.534	411	411	0	14.133	5.6	293640	293640	2				690	310	True	325	462	843;844	844			-1
SO_4219	SO_4219	2	2	2	SO_4219	1	2	2	2	2	2	2	4.1	4.1	4.1	38.38	362	362	0	12.706	4.1	2337100	2337100	2				691	552;1324	True;True	579;1383	920;2093	1691;3844	1691;3844			-1
SO_4221	SO_4221	1	1	1	SO_4221	1	1	1	1	1	1	1	1.8	1.8	1.8	46.59	439	439	0	5.9061	1.8	8615300	8615300	1				692	1178	True	1234	1871	3457	3457			-1
SO_4223	SO_4223	3	3	3	SO_4223	1	3	3	3	3	3	3	9.8	9.8	9.8	48.942	460	460	0	23.169	9.8	1416500	1416500	3				693	388;541;1054	True;True;True	407;568;1104	615;906;1694	1200;1674;3163	1200;1674;3163			-1
SO_4224	SO_4224	1	1	1	SO_4224	1	1	1	1	1	1	1	2	2	2	53.472	492	492	0	6.5505	2	182770	182770	1				694	482	True	508	807	1496	1496			-1
SO_4230	SO_4230	1	1	1	SO_4230	1	1	1	1	1	1	1	2.8	2.8	2.8	53.796	494	494	0	6.2785	2.8	0	0	1				695	1199	True	1256	1896	3507	3507			-1
SO_4233	SO_4233	1	1	1	SO_4233	1	1	1	1	1	1	1	11.9	11.9	11.9	22.012	201	201	0	13.538	11.9	4856900	4856900	2				696	42	True	42	59	106;107	107			-1
SO_4235	SO_4235	1	1	1	SO_4235	1	1	1	1	1	1	1	3.3	3.3	3.3	39.368	364	364	0	6.619	3.3	239810	239810	1				697	709	True	744	1146	2114	2114			-1
SO_4236	SO_4236	2	2	2	SO_4236	1	2	2	2	2	2	2	10.2	10.2	10.2	57.007	522	522	0	19.026	10.2	944680	944680	1				698	409;1189	True;True	429;1246	692;1885	1312;3489	1312;3489			-1
SO_4245	SO_4245	2	2	2	SO_4245	1	2	2	2	2	2	2	8.8	8.8	8.8	48.937	445	445	0	16.474	8.8	496910	496910	2				699	110;278	True;True	113;289	153;405	258;733	258;733			-1
SO_4246	SO_4246	1	1	1	SO_4246	1	1	1	1	1	1	1	14	14	14	6.7329	57	57	0	6.3285	14	3344200	3344200	1				700	439	True	461	733	1376	1376			-1
SO_4247	SO_4247	2	2	2	SO_4247	1	2	2	2	2	2	2	21.8	21.8	21.8	9.1126	78	78	0	14.31	21.8	45284000	45284000	16				701	209;604	True;True	216;633;634	304;988;989;990;991;992;993;994	542;1810;1811;1812;1813;1814;1815;1816;1817;1818;1819;1820;1821;1822;1823;1824	542;1821	62	13	-1
SO_4249	SO_4249	1	1	1	SO_4249	1	1	1	1	1	1	1	2.2	2.2	2.2	43.454	409	409	0	6.9318	2.2	304370	304370	2				702	1373	True	1434	2175;2176	3987;3988	3988			-1
SO_4250	SO_4250	1	1	1	SO_4250	1	1	1	1	1	1	1	9.9	9.9	9.9	16.113	152	152	0	12.399	9.9	463450	463450	1				703	683	True	718	1118	2079	2079			-1
SO_4252	SO_4252	2	2	2	SO_4252	1	2	2	2	2	2	2	3.6	3.6	3.6	73.748	662	662	0	13.236	3.6	1527600	1527600	3				704	886;901	True;True	929;944	1421;1450;1451	2692;2760;2761	2692;2761			-1
SO_4254	SO_4254	2	2	2	SO_4254	1	2	2	2	2	2	2	10.6	10.6	10.6	24.223	216	216	0	14.905	10.6	585790	585790	2				705	543;803	True;True	570;841	908;1287	1676;2327	1676;2327			-1
SO_4255	SO_4255	1	1	1	SO_4255	1	1	1	1	1	1	1	7	7	7	23.828	215	215	0	17.429	7	513420	513420	1				706	474	True	499	796	1482	1482			-1
SO_4265	SO_4265	2	2	2	SO_4265	1	2	2	2	2	2	2	3.5	3.5	3.5	59.376	537	537	0	12.016	3.5	1228800	1228800	2				707	948;1208	True;True	991;1265	1523;1910	2885;3527	2885;3527			-1
SO_4266	SO_4266	1	1	1	SO_4266	1	1	1	1	1	1	1	2.4	2.4	2.4	42.224	372	372	0	6.3513	2.4	694430	694430	2				708	1057	True	1107	1704	3185;3186	3185			-1
SO_4281;SO_0058	SO_4281;SO_0058	2;1	2;1	2;1	SO_4281;SO_0058	2	2	2	2	2	2	2	10.7	10.7	10.7	23.619	214	214;232	0	20.365	10.7	1359900	1359900	3				709	29;891	True;True	29;934	40;1434	72;2719;2720	72;2720			-1;-1
SO_4299	SO_4299	1	1	1	SO_4299	1	1	1	1	1	1	1	4.8	4.8	4.8	23.551	210	210	0	6.2799	4.8	1974300	1974300	2				710	1249	True	1306	1972;1973	3645;3646	3646			-1
SO_4309	SO_4309	1	1	1	SO_4309	1	1	1	1	1	1	1	5.3	5.3	5.3	45.21	414	414	0	9.6126	5.3	1346800	1346800	2				711	169	True	174	240	375;376	375			-1
SO_4311	SO_4311	2	2	2	SO_4311	1	2	2	2	2	2	2	26.6	26.6	26.6	12.224	109	109	0	16.719	26.6	1427500	1427500	3				712	178;476	True;True	183;501	253;799;800	405;1485;1486	405;1485			-1
SO_4320	SO_4320	2	2	2	SO_4320	1	2	2	2	2	2	2	4.5	4.5	4.5	52.343	471	471	0	16.416	4.5	26231000	26231000	3				713	972;1277	True;True	1016;1335	1555;2018	2938;3716;3717	2938;3716			-1
SO_4329	SO_4329	1	1	1	SO_4329	1	1	1	1	1	1	1	13.1	13.1	13.1	9.7391	84	84	0	6.2526	13.1	300830	300830	0				714	1120	True	1174	1786	3314	3314			-1
SO_4343	SO_4343	1	1	1	SO_4343	1	1	1	1	1	1	1	2.7	2.7	2.7	40.778	377	377	0	7.9446	2.7	246740	246740	1				715	1124	True	1178	1791	3323	3323			-1
SO_4344	SO_4344	2	2	2	SO_4344	1	2	2	2	2	2	2	3.1	3.1	3.1	58.971	545	545	0	11.643	3.1	1308400	1308400	2				716	883;1348	True;True	926;1408	1416;2130	2674;3916	2674;3916			-1
SO_4345	SO_4345	2	2	2	SO_4345	1	2	2	2	2	2	2	2.7	2.7	2.7	65.51	619	619	0	13.259	2.7	22044000	22044000	6				717	319;1080	True;True	334;335;1131;1132	472;473;474;475;1732;1733	860;861;862;863;864;865;3231;3232	863;3231	63	581	-1
SO_4349	SO_4349	1	1	1	SO_4349	1	1	1	1	1	1	1	1.8	1.8	1.8	54.063	492	492	0	7.926	1.8	332520	332520	4				718	274	True	283;284	395;396;397;398	720;721;722;723	721	64	364	-1
SO_4366	SO_4366	1	1	1	SO_4366	1	1	1	1	1	1	1	4.9	4.9	4.9	27.061	246	246	0	10.474	4.9	0	0	1				719	232	True	240	330	602	602			-1
SO_4368	SO_4368	1	1	1	SO_4368	1	1	1	1	1	1	1	13.1	13.1	13.1	9.2504	84	84	0	8.8644	13.1	4988900	4988900	4				720	30	True	30	41;42	73;74;75;76	75			-1
SO_4372	SO_4372	1	1	1	SO_4372	1	1	1	1	1	1	1	16.9	16.9	16.9	13.544	124	124	0	7.021	16.9	547690	547690	1				721	224	True	232	321	590	590			-1
SO_4396	SO_4396	1	1	1	SO_4396	1	1	1	1	1	1	1	4	4	4	21.268	198	198	0	7.8805	4	5112600	5112600	2				722	986	True	1030	1570	2963;2964	2963			-1
SO_4410	SO_4410	8	8	8	SO_4410	1	8	8	8	8	8	8	34.1	34.1	34.1	51.773	469	469	0	68.779	34.1	10317000	10317000	25				723	76;134;149;217;218;283;808;1170	True;True;True;True;True;True;True;True	78;138;153;225;226;296;846;1225;1226	106;187;204;314;315;413;1295;1859;1860;1861	174;298;321;576;577;578;579;580;581;582;583;584;748;749;2337;3430;3431;3432;3433;3434;3435;3436;3437;3438;3439	174;298;321;576;579;748;2337;3435	65	269	-1
SO_4450	SO_4450	1	1	1	SO_4450	1	1	1	1	1	1	1	25.3	25.3	25.3	8.98	83	83	0	7.2408	25.3	215980	215980	1				724	1280	True	1339	2022	3721	3721			-1
SO_4456	SO_4456	1	1	1	SO_4456	1	1	1	1	1	1	1	3.5	3.5	3.5	26	231	231	0	9.9415	3.5	11244000	11244000	3				725	758	True	794	1222;1223	2229;2230;2231	2229			-1
SO_4465	SO_4465	2	2	2	SO_4465	1	2	2	2	2	2	2	2.6	2.6	2.6	81.218	699	699	0	17.954	2.6	3916500	3916500	3				726	393;938	True;True	412;981	622;1501;1502	1214;2850;2851	1214;2851			-1
SO_4468	SO_4468	1	1	1	SO_4468	1	1	1	1	1	1	1	4	4	4	22.284	198	198	0.005291	5.5411	4	680990	680990	1				727	334	True	350	512	977	977			-1
SO_4509	SO_4509	3	3	3	SO_4509	1	3	3	3	3	3	3	3.8	3.8	3.8	105.85	949	949	0	29.493	3.8	2810000	2810000	3				728	511;737;1297	True;True;True	537;772;1356	848;1183;2050	1566;2162;3777	1566;2162;3777			-1
SO_4520	SO_4520	1	1	1	SO_4520	1	1	1	1	1	1	1	1.8	1.8	1.8	50.89	445	445	0	5.9218	1.8	1686600	1686600	1				729	127	True	131	175	283	283			-1
SO_4573	SO_4573	2	2	2	SO_4573	1	2	2	2	2	2	2	2.6	2.6	2.6	63.31	573	573	0	12.423	2.6	303260	303260	2				730	380;929	True;True	398;972	606;1492	1190;2837	1190;2837			-1
SO_4575	SO_4575	1	1	1	SO_4575	1	1	1	1	1	1	1	2.1	2.1	2.1	40.94	374	374	0	7.6415	2.1	450110	450110	1				731	528	True	555	882	1624	1624			-1
SO_4587	SO_4587	1	1	1	SO_4587	1	1	1	1	1	1	1	7.4	7.4	7.4	23.878	215	215	0	6.3223	7.4	275520	275520	1				732	572	True	599	944	1730	1730			-1
SO_4591	SO_4591	3	3	3	SO_4591	1	3	3	3	3	3	3	8.6	8.6	8.6	20.822	187	187	0	16.943	8.6	1656900	1656900	3				733	341;342;831	True;True;True	357;358;869	523;524;525;1325	998;999;1000;2383	998;999;2383			-1
SO_4646	SO_4646	1	1	1	SO_4646	1	1	1	1	1	1	1	14.1	14.1	14.1	10.657	99	99	0	8.9998	14.1	682500	682500	1				734	298	True	313	435	792	792			-1
SO_4649	SO_4649	1	1	1	SO_4649	1	1	1	1	1	1	1	2.3	2.3	2.3	57.471	486	486	0	6.5105	2.3	957040	957040	1				735	1387	True	1448	2192	4010	4010			-1
SO_4652	SO_4652	2	2	2	SO_4652	1	2	2	2	2	2	2	8.6	8.6	8.6	37.82	337	337	0	30.143	8.6	5212200	5212200	17				736	765;1350	True;True	802;1410	1233;1234;1235;1236;1237;1238;1239;1240;1241;2133	2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;3919;3920;3921	2250;3920			-1
SO_4659	SO_4659	2	2	2	SO_4659	1	2	2	2	2	2	2	7.5	7.5	7.5	31.78	281	281	0	15.129	7.5	376410	376410	1				737	362;680	True;True	380;715	582;1115	1127;2076	1127;2076	66;67	21;29	-1
SO_4670	SO_4670	1	1	1	SO_4670	1	1	1	1	1	1	1	3.2	3.2	3.2	23.086	218	218	0	7.3442	3.2	1863200	1863200	1				738	816	True	854	1305	2350	2350			-1
SO_4673	SO_4673	1	1	1	SO_4673	1	1	1	1	1	1	1	5.9	5.9	5.9	37.255	341	341	0	9.6318	5.9	2005100	2005100	5				739	823	True	861	1315;1316	2369;2370;2371;2372;2373	2370			-1
SO_4674	SO_4674	1	1	1	SO_4674	1	1	1	1	1	1	1	3.5	3.5	3.5	42.904	397	397	0.0077821	5.4872	3.5	554480	554480	1				740	67	True	67	95	160	160			-1
SO_4676	SO_4676	1	1	1	SO_4676	1	1	1	1	1	1	1	5.9	5.9	5.9	46.803	424	424	0.0065876	5.523	5.9	616290	616290	1				741	165	True	169	235	370	370			-1
SO_4679	SO_4679	2	2	2	SO_4679	1	2	2	2	2	2	2	6.4	6.4	6.4	40.136	361	361	0	17.004	6.4	1811300	1811300	2				742	719;1039	True;True	754;1087	1158;1673	2129;3128	2129;3128			-1
SO_4680	SO_4680	3	3	3	SO_4680	1	3	3	3	3	3	3	10.3	10.3	10.3	41.152	358	358	0	20.288	10.3	4559800	4559800	4				743	124;610;1346	True;True;True	128;641;1406	171;1008;2127;2128	277;1845;3913;3914	277;1845;3914			-1
SO_4681	SO_4681	1	1	1	SO_4681	1	1	1	1	1	1	1	4.8	4.8	4.8	45.658	392	392	0.0013699	5.7742	4.8	282410	282410	1				744	1161	True	1216	1835	3384	3384			-1
SO_4693	SO_4693	1	1	1	SO_4693	1	1	1	1	1	1	1	2.6	2.6	2.6	40.186	382	382	0	8.0531	2.6	2063900	2063900	2				745	470	True	495	789;790	1458;1459	1458			-1
SO_4699	SO_4699	3	3	3	SO_4699	1	3	3	3	3	3	3	8.2	8.2	8.2	76.808	679	679	0	31.958	8.2	1497100	1497100	3				746	777;1032;1058	True;True;True	814;1079;1108	1255;1664;1705	2274;3118;3187	2274;3118;3187			-1
SO_4702	SO_4702	2	2	2	SO_4702	1	2	2	2	2	2	2	8.9	8.9	8.9	48.27	451	451	0	16.977	8.9	2081300	2081300	4				747	1322;1335	True;True	1381;1394	2091;2104	3841;3842;3859;3860	3841;3859			-1
SO_4718	SO_4718	1	1	1	SO_4718	1	1	1	1	1	1	1	1.7	1.7	1.7	51.633	460	460	0	6.2304	1.7	475900	475900	1				748	951	True	994	1527	2889	2889			-1
SO_4719	SO_4719	1	1	1	SO_4719	1	1	1	1	1	1	1	8	8	8	29.366	274	274	0	13.594	8	1228900	1228900	2				749	1195	True	1252	1892	3502;3503	3502			-1
SO_4723	SO_4723	1	1	1	SO_4723	1	1	1	1	1	1	1	1.3	1.3	1.3	64.726	599	599	0	8.2835	1.3	827600	827600	2				750	466	True	491	781;782	1443;1444	1444			-1
SO_4728	SO_4728	2	2	2	SO_4728	1	2	2	2	2	2	2	13.1	13.1	13.1	20.615	183	183	0	12.822	13.1	416670	416670	1				751	510;1344	True;True	536;1403	847;2124	1565;3910	1565;3910			-1
SO_4730	SO_4730	3	3	3	SO_4730	1	3	3	3	3	3	3	9.8	9.8	9.8	52.943	458	458	0	30.147	9.8	4580000	4580000	5				752	395;547;795	True;True;True	415;574;833	626;914;915;1279	1222;1683;1684;1685;2317	1222;1684;2317			-1
SO_4731	SO_4731	4	4	4	SO_4731	1	4	4	4	4	4	4	15.4	15.4	15.4	36.175	331	331	0	27.42	15.4	2153900	2153900	5				753	234;499;500;1295	True;True;True;True	242;525;526;1354	333;835;836;2048	606;1548;1549;3774;3775	606;1548;1549;3774			-1
SO_4745	SO_4745	1	1	1	SO_4745	1	1	1	1	1	1	1	2	2	2	48.153	454	454	0	7.8655	2	2474500	2474500	1				754	503	True	529	839	1554	1554			-1
SO_4747	SO_4747	2	2	2	SO_4747	1	2	2	2	2	2	2	6.9	6.9	6.9	49.773	463	463	0	15.603	6.9	768830	768830	2				755	34;210	True;True	34;217	46;305	82;543	82;543			-1
SO_4748	SO_4748	2	2	2	SO_4748	1	2	2	2	2	2	2	9.1	9.1	9.1	31.515	286	286	0	19.177	9.1	1320900	1320900	4				756	650;821	True;True	683;859	1067;1313	1989;1990;1991;2367	1989;2367			-1
SO_4749	SO_4749	2	2	2	SO_4749	1	2	2	2	2	2	2	5.7	5.7	5.7	55.147	513	513	0	19.429	5.7	2969900	2969900	5				757	575;646	True;True	602;679	947;1062;1063	1741;1742;1977;1978;1979;1980	1742;1980			-1
SO_4750	SO_4750	1	1	1	SO_4750	1	1	1	1	1	1	1	8.5	8.5	8.5	19.175	177	177	0	8.8392	8.5	771290	771290	1				758	735	True	770	1181	2160	2160			-1
SO_4756	SO_4756	1	1	1	SO_4756	1	1	1	1	1	1	1	3.8	3.8	3.8	28.548	262	262	0	10.661	3.8	518430	518430	2				759	296	True	311	432	788;789	788			-1
SO_4758	SO_4758	3	3	3	SO_4758	1	3	3	3	3	3	3	8.6	8.6	8.6	69.249	629	629	0	34.278	8.6	7872500	7872500	6				760	369;761;946	True;True;True	387;798;989	595;1227;1228;1520	1169;2238;2239;2240;2241;2882	1169;2239;2882			-1
SO_4763	SO_4763	1	1	1	SO_4763	1	1	1	1	1	1	1	5.2	5.2	5.2	15.634	135	135	0	5.9642	5.2	0	0	1				761	1076	True	1127	1727	3223	3223			-1
SO_4791	SO_4791	1	1	1	SO_4791	1	1	1	1	1	1	1	9.4	9.4	9.4	10.497	96	96	0.0053405	5.6234	9.4	509100	509100	1				762	619	True	650	1020;1021	1868;1869	1868			-1
SO_4812	SO_4812	2	2	2	SO_4812	1	2	2	2	2	2	2	2.8	2.8	2.8	68.961	610	610	0	13.008	2.8	8629400	8629400	3				763	41;894	True;True	41;937	57;58;1442	104;105;2747	104;2747			-1
SO_A0003	SO_A0003	2	2	2	SO_A0003	1	2	2	2	2	2	2	5.7	5.7	5.7	39.381	348	348	0	13.084	5.7	1562400	1562400	3				764	545;727	True;True	572;762	911;912;1168	1680;1681;2139	1680;2139			-1
SO_A0004	SO_A0004	2	2	2	SO_A0004	1	2	2	2	2	2	2	3.5	3.5	3.5	65.628	568	568	0	10.601	3.5	729550	729550	2				765	622;921	True;True	654;964	1028;1483	1895;2826	1895;2826			-1
SO_A0005	SO_A0005	1	1	1	SO_A0005	1	1	1	1	1	1	1	10.9	10.9	10.9	11.178	101	101	0.0053548	5.6362	10.9	656410	656410	0				766	1116	True	1170	1782	3309	3309			-1
SO_A0011	SO_A0011	1	1	1	SO_A0011	1	1	1	1	1	1	1	12.5	12.5	12.5	8.9713	80	80	0.005298	5.5449	12.5	253150	253150	0				767	836	True	874	1330	2388	2388			-1
SO_A0023	SO_A0023	1	1	1	SO_A0023	1	1	1	1	1	1	1	10.1	10.1	10.1	10.96	99	99	0.0013661	5.7637	10.1	577650	577650	1				768	608	True	639	1005	1842	1842			-1
SO_A0041	SO_A0041	1	1	1	SO_A0041	1	1	1	1	1	1	1	11.4	11.4	11.4	11.665	105	105	0	11.198	11.4	1194500	1194500	1				769	351	True	369	556	1045	1045			-1
SO_A0048	SO_A0048	3	3	3	SO_A0048	1	3	3	3	3	3	3	6.7	6.7	6.7	72.172	642	642	0	27.931	6.7	2249800	2249800	5				770	519;980;1207	True;True;True	545;1024;1264	868;1563;1908;1909	1597;2950;3524;3525;3526	1597;2950;3525			-1
SO_A0056	SO_A0056	1	1	1	SO_A0056	1	1	1	1	1	1	1	13.3	13.3	13.3	6.6876	60	60	0	5.9105	13.3	135690	135690	1				771	1374	True	1435	2177	3989	3989			-1
SO_A0059	SO_A0059	1	1	1	SO_A0059	1	1	1	1	1	1	1	7.3	7.3	7.3	10.419	96	96	0	5.8342	7.3	1247800	1247800	1				772	502	True	528	838	1553	1553			-1
SO_A0060	SO_A0060	2	2	2	SO_A0060	1	2	2	2	2	2	2	9.7	9.7	9.7	19.458	175	175	0	14.412	9.7	13750000	13750000	7				773	300;449	True;True	315;473	438;439;754;755	799;800;801;802;803;1405;1406	802;1405			-1
SO_A0062	SO_A0062	1	1	1	SO_A0062	1	1	1	1	1	1	1	6.7	6.7	6.7	13.303	119	119	0	6.1534	6.7	324370	324370	1				774	1062	True	1112	1711	3197	3197			-1
SO_A0087	SO_A0087	1	1	1	SO_A0087	1	1	1	1	1	1	1	8.1	8.1	8.1	9.3295	86	86	0	7.4966	8.1	375490	375490	1				775	713	True	748	1152	2123	2123			-1
SO_A0095	SO_A0095	1	1	1	SO_A0095	1	1	1	1	1	1	1	1.8	1.8	1.8	45.504	399	399	0	9.8384	1.8	476650	476650	1				776	447	True	471	752	1402	1402			-1
SO_A0099	SO_A0099	3	3	3	SO_A0099	1	3	3	3	3	3	3	8.8	8.8	8.8	63.705	577	577	0	26.71	8.8	4561800	4561800	6				777	307;915;1123	True;True;True	322;958;1177	458;459;1476;1790	837;838;2814;2815;2816;3322	837;2814;3322			-1
